G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Bayesian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),sample,region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set
23.454571603325363,149.00000000001288,-60.23905332347017,757.0000000025864,15.881486240765815,6078.000435044166,-608.842378485755,-0.0320949678589586,-0.0011986469159059954,-17.788146412242195,EE88311,colon_cluster507_hg38,no,0.84,"(-358.2173159815829, 118.66350014151612)",n.s.,-1.99,"(-0.03146166791221886, 0.0961701496130678)",Significantly weaker coverage drop
26.967562028672727,149.00000000008689,-22.116143612055307,757.0000000023413,101.52864739794495,6078.968769205389,-584.1741612204593,-0.06721238616338453,-0.006464654418416755,110.30643239822838,EE88311,melano_SOX_clusters1863_2205_hg38,no,-0.44,"(-96.61729336817203, 437.4327918714623)",n.s.,-0.63,"(-0.12614825311203842, 0.04754041623417212)",n.s.
-18.013497190206593,149.00000000002967,57.52477444795041,757.0000000024817,-380.7120025376456,6078.9995054077735,-510.3714449285464,0.0428994266868384,0.00935312323629818,-343.0844262743421,EE88311,panc_adenoca_cluster1261_hg38,no,-0.55,"(-642.6545705277002, 190.1018313897916)",n.s.,0.96,"(-0.16045322481214283, 0.1128207699788697)",n.s.
6.231445637985662,149.0000000260339,66.80263024099739,757.0000000108864,-159.7751675746481,6078.000882201029,-616.2893802615794,-0.04140257827718178,-0.002116923077213377,-84.96861228488528,EE87788,skeletal_muscle_cluster1518_hg38,no,-0.26,"(-288.9609746227431, 180.84507132172865)",n.s.,-1.24,"(-0.07203989172404598, 0.09238919948095962)",n.s.
2.7912934167621524,149.00000000000287,22.767778589693023,757.9999999996187,-35.49039881052765,6078.077552113627,-755.003915857353,-0.017127022664431554,-0.00039766308739043417,-9.24260349301517,EE87788,hepatocyte_all_hg38,no,-0.26,"(-131.89710413022425, 151.44781350163484)",n.s.,0.25,"(-0.06591934692441812, 0.020705109367181347)",n.s.
26.215973388578334,149.00000000054854,8.744846619792343,757.0000000266945,-251.02262654259548,6078.0394356285,-673.5286918794833,-0.058324635523489925,0.005577515303624896,-211.58271687503284,EE87788,panc_epithel_cluster1974_hg38,no,-2.1,"(-200.2123032501991, 144.67266493885407)",Significantly stronger coverage drop,-0.36,"(-0.09904946836923603, 0.0007154169435081709)",n.s.
-7.796228187785831,149.99999999997738,-17.102492669714675,757.9999999970531,276.9266897772443,6078.99957559126,-536.0330403686007,0.011562489298828629,-0.012072486335355171,250.34578122054828,EE87788,SAEC_hg38,no,0.1,"(-129.24715049268673, 594.0845756974345)",n.s.,0.82,"(-0.13486348604650814, 0.07168146623875854)",n.s.
33.23861582423604,149.99999999988444,-0.9557285397934218,757.9999999855606,137.66153239064957,6078.11066306866,-554.7617436376327,-0.09693446307124144,-0.006143189188839882,174.989527448631,EE87788,mammary_epithel_cluster2438_hg38,no,0.18,"(-147.4401575635661, 444.2855409094401)",n.s.,-0.9,"(-0.1551046038768317, 0.060045326809148626)",n.s.
-7.223521512676848,149.00000000090853,-186.53711277434502,757.0000001375122,-908.0115653767289,6078.996269285299,-575.5147931639289,0.17723607763610205,0.02437444669830073,-1103.6356474184508,EE87788,hematopoietic_all_hg38,no,0.43,"(-1762.1647206147018, -683.1746616706939)",n.s.,-0.42,"(0.0833171034483827, 0.32146001505947525)",n.s.
3.8192957105263385,149.99999999999918,17.64356283760848,757.0000000193065,-43.15149626572737,6078.044340510638,-676.2686934012246,-0.01662377350614849,2.6073888443435e-05,-20.880255307271444,EE87788,HPF_lung_fibroblast_cluster1737_hg38,no,0.03,"(-180.15764378937976, 133.1408038638332)",n.s.,0.49,"(-0.07960968375498778, 0.02114239769897886)",n.s.
4.748482228548206,149.99999999999997,41.62894076605605,757.0000000098738,36.43355316091339,6078.97721607005,-573.3115482902252,-0.0369587777870103,-0.003449962700475286,83.89926190122256,EE87788,prostate_cluster2483_hg38,no,0.07,"(-250.56857586467265, 395.55803759116014)",n.s.,-0.22,"(-0.123612282510788, 0.07196721937166428)",n.s.
14.131751264784816,149.99999999977538,-71.05061664177015,757.0000000007492,-195.5420191339116,6078.020448893659,-537.8464496041606,0.012693730433446385,-0.0005612926591563597,-250.69044697865607,EE87788,A549_hg38,no,-1.94,"(-255.040069906391, 428.5674280284202)",n.s.,0.0,"(-0.10053282245571228, 0.12586205409550769)",n.s.
4.406326082750509,149.99999999999918,0.4400578249526097,757.0000000288393,-58.04992570186102,6078.047472934172,-757.1423991855635,-0.00814084572794842,0.00033190377682219737,-52.44590488395149,EE87788,HeLa_cluster1777_hg38,no,-1.41,"(-93.80412643044176, 194.98261619365513)",n.s.,1.47,"(-0.08070902952822549, 0.0023044742962305895)",n.s.
19.93105248230012,149.0000000000124,-35.486077695426786,757.0000000002804,-275.7564956223361,6078.978144299511,-610.9414925182857,-0.016566435216794278,0.0046112280250217704,-288.20205215676816,EE87788,colon_cluster507_hg38,no,-1.39,"(-358.2173159815829, 118.66350014151612)",n.s.,-1.51,"(-0.03146166791221886, 0.0961701496130678)",n.s.
-2.041047776176189,149.00015465899102,37.96830422478101,757.0041759036633,81.3619655085299,6078.999858542451,-580.3973669255046,-0.01988400812552724,-0.008122395490831944,117.23027507765394,EE87788,melano_SOX_clusters1863_2205_hg38,no,-0.39,"(-96.61729336817203, 437.4327918714623)",n.s.,0.44,"(-0.12614825311203842, 0.04754041623417212)",n.s.
0.9044264727685676,149.0000000000303,26.269745073954983,757.9999999190251,-442.09999109421983,6078.9999723675755,-534.8581565797882,0.012765812117428568,0.006437623478947551,-414.05648502024803,EE87788,panc_adenoca_cluster1261_hg38,no,-0.89,"(-642.6545705277002, 190.1018313897916)",n.s.,0.53,"(-0.16045322481214283, 0.1128207699788697)",n.s.
-2.654735419653333,149.00000000000853,64.94216506787467,757.999999997857,-271.8315731857251,6078.018992947535,-615.5621042232068,-0.009229510524693032,-5.504512342119803e-05,-209.06599849305644,EE87996.sortByCoord,skeletal_muscle_cluster1518_hg38,yes,-1.3,"(-288.9609746227431, 180.84507132172865)",N/A,-0.46,"(-0.07203989172404598, 0.09238919948095962)",N/A
3.22590901194834,149.9999999999972,17.215463111279146,757.9999999997626,-29.51204794068449,6078.010495940573,-754.1726768711875,-0.015703250091369855,-3.7921033750377816e-05,-8.373792175989955,EE87996.sortByCoord,hepatocyte_all_hg38,yes,-0.25,"(-131.89710413022425, 151.44781350163484)",N/A,0.31,"(-0.06591934692441812, 0.020705109367181347)",N/A
15.017910175152785,149.99999999987745,-4.1752085856822285,757.9999999992807,52.660368746054246,6078.000633183534,-674.5488885672876,-0.04120088747438529,-0.0004734759095568796,65.75855568789599,EE87996.sortByCoord,panc_epithel_cluster1974_hg38,yes,1.07,"(-200.2123032501991, 144.67266493885407)",N/A,0.31,"(-0.09904946836923603, 0.0007154169435081709)",N/A
-3.645238885567944,149.99999999999986,5.413451590305389,757.9999999998955,206.34708746719795,6078.999931427893,-515.6535144117047,-0.0066960123923390106,-0.0065992213947499035,207.36786455438983,EE87996.sortByCoord,SAEC_hg38,yes,-0.14,"(-129.24715049268673, 594.0845756974345)",N/A,0.47,"(-0.13486348604650814, 0.07168146623875854)",N/A
74.41698000805192,149.9999999936094,34.2993146869976,757.9999999926398,31.063144821513013,6078.00113395754,-573.2097558182512,-0.2180114770357217,-0.004185065000532015,151.71393291885988,EE87996.sortByCoord,mammary_epithel_cluster2438_hg38,yes,0.02,"(-147.4401575635661, 444.2855409094401)",N/A,-3.12,"(-0.1551046038768317, 0.060045326809148626)",N/A
36.21590549823083,149.9999999989728,-127.74425021916056,757.9999998374692,-1136.3125508881542,6078.000000125051,-506.4306490941336,0.045496845865381115,0.027455007950217453,-1222.1012796507007,EE87996.sortByCoord,hematopoietic_all_hg38,yes,0.0,"(-1762.1647206147018, -683.1746616706939)",N/A,-2.59,"(0.0833171034483827, 0.32146001505947525)",N/A
-1.0127618536935876,149.00000000001552,55.7047675450358,757.9999999998979,-129.1831771760803,6078.000000200797,-681.8952761416422,-0.01812708246534158,0.001576954481510288,-73.99609447792254,EE87996.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,yes,-0.63,"(-180.15764378937976, 133.1408038638332)",N/A,0.43,"(-0.07960968375498778, 0.02114239769897886)",N/A
-2.3322593559212126,149.0000000000133,27.353017216540998,757.0000000280733,97.19590278486328,6078.999997673842,-530.3495057239503,-0.014549224115677228,-0.006293291114300587,121.99595021393705,EE87996.sortByCoord,prostate_cluster2483_hg38,yes,0.3,"(-250.56857586467265, 395.55803759116014)",N/A,0.23,"(-0.123612282510788, 0.07196721937166428)",N/A
30.25688731774604,149.69557136601338,-91.39125878975149,757.965649751789,-25.108322463795233,6078.000833225584,-529.7146076848906,-0.030885064265430976,-0.005962973104957686,-82.3126639415203,EE87996.sortByCoord,A549_hg38,yes,-0.97,"(-255.040069906391, 428.5674280284202)",N/A,-0.76,"(-0.10053282245571228, 0.12586205409550769)",N/A
16.63905906957471,149.00000000008419,-9.134071083860503,757.9999999906244,-27.95191388871677,6078.022963579571,-684.9562818645279,-0.03790847954477106,-0.00010417475059999604,-17.883393020552585,EE87996.sortByCoord,HeLa_cluster1777_hg38,yes,-0.93,"(-93.80412643044176, 194.98261619365513)",N/A,0.06,"(-0.08070902952822549, 0.0023044742962305895)",N/A
-8.245132280766754,149.9999999999994,-62.11981054544977,757.0000000192058,123.00637512146402,6078.101757102108,-606.8464768741177,0.04659264449361758,-0.003321839598424941,50.64148750949311,EE87996.sortByCoord,colon_cluster507_hg38,yes,1.41,"(-358.2173159815829, 118.66350014151612)",N/A,0.44,"(-0.03146166791221886, 0.0961701496130678)",N/A
21.93630229219796,149.99997979657306,59.75049722950474,757.9999987030736,30.934757533942776,6078.996366280086,-563.3911286225275,-0.09181949944501787,-0.006369599112745495,116.57403626669227,EE87996.sortByCoord,melano_SOX_clusters1863_2205_hg38,yes,-0.4,"(-96.61729336817203, 437.4327918714623)",N/A,-1.19,"(-0.12614825311203842, 0.04754041623417212)",N/A
9.525278689801649,149.99999999999991,14.476873454147675,757.0000004886973,-402.194633476608,6078.050220101042,-515.4930334590214,-0.006564281006812653,0.0038527511283815343,-376.126531534111,EE87996.sortByCoord,panc_adenoca_cluster1261_hg38,yes,-0.71,"(-642.6545705277002, 190.1018313897916)",N/A,0.25,"(-0.16045322481214283, 0.1128207699788697)",N/A
-34.934207989582504,149.99999998275595,50.572999744932154,757.3962929244441,-75.8822109665544,6078.00763874294,-607.9820367955547,0.07125399123803072,-0.002512670572616332,-65.16386528121919,EE88149.sortByCoord,skeletal_muscle_cluster1518_hg38,yes,-0.09,"(-288.9609746227431, 180.84507132172865)",N/A,1.46,"(-0.07203989172404598, 0.09238919948095962)",N/A
12.152713717983687,149.99999999999991,0.6514570788243548,757.0000000252983,73.1556907793863,6078.9807092390365,-716.2576201971518,-0.037465817279628236,-0.002287571822171289,87.78954612883375,EE88149.sortByCoord,hepatocyte_all_hg38,yes,1.08,"(-131.89710413022425, 151.44781350163484)",N/A,-0.68,"(-0.06591934692441812, 0.020705109367181347)",N/A
39.03641067581439,149.9999999999844,-7.094457119339303,757.9999999995239,-24.22898927861156,6078.000323896836,-647.8924978496261,-0.09849763849749636,0.0004416625697667316,13.786788963214226,EE88149.sortByCoord,panc_epithel_cluster1974_hg38,yes,0.47,"(-200.2123032501991, 144.67266493885407)",N/A,-1.95,"(-0.09904946836923603, 0.0007154169435081709)",N/A
36.882219428468936,149.00000025085114,-31.396771141997803,757.9993432820476,315.1706449031411,6078.999999635506,-504.2694187398436,-0.10290991886953044,-0.007030899450733113,325.8219842241091,EE88149.sortByCoord,SAEC_hg38,yes,0.51,"(-129.24715049268673, 594.0845756974345)",N/A,-1.36,"(-0.13486348604650814, 0.07168146623875854)",N/A
43.62468752327608,149.99999999064556,-37.12206583872003,757.0000000025747,118.82704825264527,6078.0564290093935,-575.8399452889481,-0.1042607878918038,-0.004879026845974051,131.68748220928146,EE88149.sortByCoord,mammary_epithel_cluster2438_hg38,yes,-0.11,"(-147.4401575635661, 444.2855409094401)",N/A,-1.04,"(-0.1551046038768317, 0.060045326809148626)",N/A
-35.00650844067561,149.00000000301984,-213.40864895571013,757.999999997832,-926.2022904851958,6078.009232494626,-554.9394261663373,0.2668407601888597,0.02656550506872831,-1181.0734552440758,EE88149.sortByCoord,hematopoietic_all_hg38,yes,0.15,"(-1762.1647206147018, -683.1746616706939)",N/A,1.07,"(0.0833171034483827, 0.32146001505947525)",N/A
22.153763976747573,149.0000000002454,-7.2618113118049665,757.0000000012398,-78.36892137568535,6078.924221347417,-662.6412505822559,-0.05034579693357308,0.0012789409003308055,-59.973714796722184,EE88149.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,yes,-0.46,"(-180.15764378937976, 133.1408038638332)",N/A,-0.83,"(-0.07960968375498778, 0.02114239769897886)",N/A
5.230745203178547,149.00000000000108,-2.702977595367205,757.9999999767829,-71.40677415022205,6078.227033484704,-564.2547498168425,-0.00789577743616883,0.0009719522400848748,-68.00293942349215,EE88149.sortByCoord,prostate_cluster2483_hg38,yes,-0.86,"(-250.56857586467265, 395.55803759116014)",N/A,0.36,"(-0.123612282510788, 0.07196721937166428)",N/A
69.03556148181973,149.9999999999949,19.842755326747685,757.0000000089389,34.30859888563013,6078.997852665271,-533.6635034270636,-0.1963168037444224,-0.008757735976351714,134.1427201459179,EE88149.sortByCoord,A549_hg38,yes,0.27,"(-255.040069906391, 428.5674280284202)",N/A,-3.64,"(-0.10053282245571228, 0.12586205409550769)",N/A
14.672874939559355,149.01086479837699,-12.643901910234003,757.9999815745108,29.33226448326975,6078.999999725702,-706.7192946261673,-0.034553613380149874,-0.0014485660924347,33.52028335770537,EE88149.sortByCoord,HeLa_cluster1777_hg38,yes,-0.23,"(-93.80412643044176, 194.98261619365513)",N/A,0.22,"(-0.08070902952822549, 0.0023044742962305895)",N/A
0.570407328727261,149.99912578379661,-53.79822255797227,757.9999999812007,-28.154546791628984,6078.068799636425,-599.8813579228698,0.028645383247555476,0.0001357173939849281,-81.75749712193499,EE88149.sortByCoord,colon_cluster507_hg38,yes,0.31,"(-358.2173159815829, 118.66350014151612)",N/A,-0.11,"(-0.03146166791221886, 0.0961701496130678)",N/A
-2.711984827661007,149.00000000000162,-51.44393512771462,757.0000000050193,313.8897912592592,6078.999958137167,-611.3245328724307,0.013772995900519336,-0.010790760406221594,258.48668423279486,EE88149.sortByCoord,melano_SOX_clusters1863_2205_hg38,yes,0.65,"(-96.61729336817203, 437.4327918714623)",N/A,1.2,"(-0.12614825311203842, 0.04754041623417212)",N/A
-29.55987386165343,149.00000000059572,-65.12609322790486,757.9999999787268,-184.76593959347687,6078.019753256881,-486.7277864316311,0.12554944757618042,0.0015819163850483275,-284.49829243885534,EE88149.sortByCoord,panc_adenoca_cluster1261_hg38,yes,-0.28,"(-642.6545705277002, 190.1018313897916)",N/A,2.15,"(-0.16045322481214283, 0.1128207699788697)",N/A
-6.978247435044676,149.09696894550962,-12.251316215091608,757.9999898082243,19.56207535763101,6078.011571130351,-603.9905096651883,0.023835846216310325,-0.0025606887698092803,-0.8987681895957379,EE88183.sortByCoord,skeletal_muscle_cluster1518_hg38,no,0.45,"(-288.9609746227431, 180.84507132172865)",n.s.,0.33,"(-0.07203989172404598, 0.09238919948095962)",n.s.
13.050880707554118,149.0000000000051,3.3023597006724263,757.0000000000009,82.50315957354654,6078.913658131654,-738.8477178349806,-0.0420980898926704,-0.0023632633389808325,100.85065296530964,EE88183.sortByCoord,hepatocyte_all_hg38,no,1.27,"(-131.89710413022425, 151.44781350163484)",n.s.,-0.89,"(-0.06591934692441812, 0.020705109367181347)",n.s.
28.83997370956828,149.9999999999977,-11.045022825953367,757.9999999324266,-82.12508515975131,6078.999997249725,-667.9960850634841,-0.06550057445539456,0.0025533308638252252,-59.82571611768341,EE88183.sortByCoord,panc_epithel_cluster1974_hg38,no,-0.37,"(-200.2123032501991, 144.67266493885407)",n.s.,-0.64,"(-0.09904946836923603, 0.0007154169435081709)",n.s.
2.6928887913100934,149.99999999999852,9.059079327502666,757.9999999958108,-330.47644921213373,6078.000015206219,-555.5514748126316,0.009761591793087231,0.0063840249372374615,-317.8573882803003,EE88183.sortByCoord,SAEC_hg38,no,-3.0,"(-129.24715049268673, 594.0845756974345)",Significantly stronger coverage drop,0.79,"(-0.13486348604650814, 0.07168146623875854)",n.s.
-3.884779234725543,149.9995720390515,16.881485908362333,757.9999899648316,-40.11583794718156,6078.011187414083,-578.0833909764449,0.004080250536946821,-0.003940873549423761,-27.528071891351644,EE88183.sortByCoord,mammary_epithel_cluster2438_hg38,no,-1.17,"(-147.4401575635661, 444.2855409094401)",n.s.,0.94,"(-0.1551046038768317, 0.060045326809148626)",n.s.
30.24797321652699,149.9999999932203,-167.5739065688637,757.9999999427895,-611.9300022541307,6078.000047732379,-510.7594077637877,0.047913010129931516,0.021269004154595445,-745.391947730803,EE88183.sortByCoord,hematopoietic_all_hg38,no,1.74,"(-1762.1647206147018, -683.1746616706939)",n.s.,-2.55,"(0.0833171034483827, 0.32146001505947525)",Significantly weaker coverage drop
14.482371338985688,149.0000000001701,23.17524735068952,757.9999999957863,92.48570747755406,6078.052849035064,-667.7379855592781,-0.0570438284191088,-0.002948791423251023,132.53316877761492,EE88183.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,no,1.96,"(-180.15764378937976, 133.1408038638332)",n.s.,-1.09,"(-0.07960968375498778, 0.02114239769897886)",n.s.
0.06513528145278617,149.99999999999926,97.24143467045508,757.0023625155172,-292.5650732368141,6078.000000011593,-573.643820103901,-0.03221661156871701,-0.0006663606784909242,-194.0291512861599,EE88183.sortByCoord,prostate_cluster2483_hg38,no,-1.62,"(-250.56857586467265, 395.55803759116014)",n.s.,-0.13,"(-0.123612282510788, 0.07196721937166428)",n.s.
24.51847315800768,149.9999999999966,-64.98697899362757,757.9999999351131,281.06770650189856,6078.976247275799,-521.5575362407454,-0.04945197527470531,-0.012363103404288795,243.53169378753705,EE88183.sortByCoord,A549_hg38,no,0.9,"(-255.040069906391, 428.5674280284202)",n.s.,-1.08,"(-0.10053282245571228, 0.12586205409550769)",n.s.
24.97888145597528,149.99999999997237,-17.19659730514097,757.9999999760859,-21.393967542551113,6078.069487299626,-675.7976369149948,-0.055979268473999436,-0.00038872797304066265,-9.835195749955345,EE88183.sortByCoord,HeLa_cluster1777_hg38,no,-0.82,"(-93.80412643044176, 194.98261619365513)",n.s.,-0.8,"(-0.08070902952822549, 0.0023044742962305895)",n.s.
-15.42031761681309,149.99997045580562,-47.1290279929138,757.0000000505313,-300.5353795265247,6078.999506110948,-636.3644905089301,0.08557235213943762,0.006814488500200583,-365.60504479396116,EE88183.sortByCoord,colon_cluster507_hg38,no,-2.03,"(-358.2173159815829, 118.66350014151612)",Significantly stronger coverage drop,1.64,"(-0.03146166791221886, 0.0961701496130678)",n.s.
10.401939502381534,149.00000000001424,70.15149669392362,757.9999997954942,-127.09344065443723,6078.0000272063135,-610.1798918177251,-0.056430156333232284,0.0004662983699559996,-44.11759051169616,EE88183.sortByCoord,melano_SOX_clusters1863_2205_hg38,no,-1.58,"(-96.61729336817203, 437.4327918714623)",n.s.,-0.39,"(-0.12614825311203842, 0.04754041623417212)",n.s.
43.552659883128875,149.9999990424824,14.780005845747864,757.0175284498823,-92.58086236172831,6078.999982296529,-530.0198010716905,-0.11754653012424185,-0.00039968520412448055,-27.19021539897814,EE88183.sortByCoord,panc_adenoca_cluster1261_hg38,no,0.94,"(-642.6545705277002, 190.1018313897916)",n.s.,-1.35,"(-0.16045322481214283, 0.1128207699788697)",n.s.
-3.5367887339851336,149.0000000000051,54.20878771231128,757.9999999514328,-145.97128438493561,6078.937228071722,-576.4374563418169,-0.009481295272731192,-0.0010819789581813363,-95.1962826261743,EE87971.sortByCoord,skeletal_muscle_cluster1518_hg38,yes,-0.34,"(-288.9609746227431, 180.84507132172865)",N/A,-0.47,"(-0.07203989172404598, 0.09238919948095962)",N/A
5.834753298508099,149.99999999999972,23.44723691458729,757.0000000011212,-39.75397402048026,6078.062605443395,-725.1557187618797,-0.025265686674770717,-0.0002863771399236564,-9.296726264987461,EE87971.sortByCoord,hepatocyte_all_hg38,yes,-0.27,"(-131.89710413022425, 151.44781350163484)",N/A,-0.12,"(-0.06591934692441812, 0.020705109367181347)",N/A
36.914320922563256,149.99999998653198,-3.5617321465759355,757.9999999791639,-13.683218657404222,6078.933288649232,-660.3679868721599,-0.0954053329857957,-7.816477615725626e-05,25.43190205101089,EE87971.sortByCoord,panc_epithel_cluster1974_hg38,yes,0.61,"(-200.2123032501991, 144.67266493885407)",N/A,-1.83,"(-0.09904946836923603, 0.0007154169435081709)",N/A
-19.22296315906351,149.0000000002807,119.10529663493745,757.9999999987816,525.2525892390606,6078.999999002217,-506.7269981037898,-0.04568777476282946,-0.016674166063112547,622.6315803089994,EE87971.sortByCoord,SAEC_hg38,yes,2.12,"(-129.24715049268673, 594.0845756974345)",N/A,-0.27,"(-0.13486348604650814, 0.07168146623875854)",N/A
14.439617258434708,149.00000000004712,10.481268918438657,757.9999999973053,209.3499526847533,6078.000018801269,-521.543445504382,-0.057919082468667685,-0.008807367620005259,236.40908085521042,EE87971.sortByCoord,mammary_epithel_cluster2438_hg38,yes,0.59,"(-147.4401575635661, 444.2855409094401)",N/A,-0.19,"(-0.1551046038768317, 0.060045326809148626)",N/A
-30.23526153455645,149.00000000072046,-148.1796422156103,757.9999999967896,-1441.936059701044,6078.999963359383,-541.067413037256,0.2535710864259469,0.034066638699414516,-1624.888017599026,EE87971.sortByCoord,hematopoietic_all_hg38,yes,-1.47,"(-1762.1647206147018, -683.1746616706939)",N/A,0.85,"(0.0833171034483827, 0.32146001505947525)",N/A
13.117549849894907,149.99999999998542,-17.797836844460363,757.9999999872783,-16.63326960576263,6078.000754359781,-665.6515046197155,-0.024428713711274454,-0.0002616415706611742,-19.405154295776548,EE87971.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,yes,0.05,"(-180.15764378937976, 133.1408038638332)",N/A,0.19,"(-0.07960968375498778, 0.02114239769897886)",N/A
-18.280450645396648,149.99851551836534,84.3034054940051,757.0000999196963,-64.49049648038552,6078.00556623644,-568.4907090240986,0.008424157021021457,-0.002502307625312358,-0.480292913767408,EE87971.sortByCoord,prostate_cluster2483_hg38,yes,-0.44,"(-250.56857586467265, 395.55803759116014)",N/A,0.69,"(-0.123612282510788, 0.07196721937166428)",N/A
-10.504265584850046,149.00050290583462,17.5120169256183,757.0001639280948,-72.96522638475108,6078.016997017947,-549.678039098728,0.02368501486547477,-0.008356118742986255,-67.3678194200442,EE87971.sortByCoord,A549_hg38,yes,-0.89,"(-255.040069906391, 428.5674280284202)",N/A,0.19,"(-0.10053282245571228, 0.12586205409550769)",N/A
22.674165741832667,149.00115233838238,-34.29692768151989,757.9999999980339,-25.139491378216185,6078.000223913876,-694.7058221871026,-0.04100794943503345,-0.0003236586790313229,-33.48427947166657,EE87971.sortByCoord,HeLa_cluster1777_hg38,yes,-1.15,"(-93.80412643044176, 194.98261619365513)",N/A,-0.09,"(-0.08070902952822549, 0.0023044742962305895)",N/A
31.124500673320398,149.9999994032073,-109.03673169127838,757.999999999067,-130.81334218583157,6078.999995373898,-584.535632326673,-0.01680737899784477,0.0041154064601013505,-204.7121615098478,EE87971.sortByCoord,colon_cluster507_hg38,yes,-0.7,"(-358.2173159815829, 118.66350014151612)",N/A,-1.52,"(-0.03146166791221886, 0.0961701496130678)",N/A
